@relation training_data_sample_1000-weka.filters.unsupervised.attribute.Remove-R1

@attribute max_freq numeric
@attribute coeff1 numeric
@attribute coeff2 numeric
@attribute coeff3 numeric
@attribute coeff4 numeric
@attribute label {drop,fall,false}

@data
38.216256,38.216256,0,0,0,drop
66.862571,66.862571,45.476062,0.504927,45.476062,drop
68.210682,68.210682,12.512419,38.321596,12.512419,drop
40.378896,40.378896,2.38937,3.334831,2.38937,drop
39.833843,39.833843,0,0,0,drop
29.858713,29.858713,20.115671,1.337905,20.115671,drop
42.140238,42.140238,6.221675,8.926088,6.221675,drop
89.240597,89.240597,22.604671,22.604671,22.604671,drop
10.096733,10.096733,8.90811,8.741458,8.90811,drop
12.073896,12.073896,5.509168,8.158284,5.509168,drop
30.225749,30.225749,8.033155,5.334546,8.033155,drop
40.255992,40.255992,0,0,0,drop
9.953391,9.953391,7.078294,7.515637,7.078294,drop
13.76981,13.76981,12.148496,11.404328,12.148496,drop
44.059317,44.059317,3.981037,4.43206,3.981037,drop
47.531227,47.531227,0,0,0,drop
64.555894,64.555894,31.166847,39.026546,31.166847,drop
41.405603,41.405603,0.997388,1.576497,0.997388,drop
38.402404,38.402404,0.081776,0.081776,0.081776,drop
38.48418,38.48418,0,0,0,drop
14.610472,14.610472,12.704377,12.84533,12.704377,drop
50.977371,50.977371,28.419311,16.204995,28.419311,drop
33.335446,33.335446,4.608185,3.595659,4.608185,drop
38.770699,38.770699,0,0,0,drop
9.421492,9.421492,5.116308,0.246234,5.116308,drop
34.893256,34.893256,4.723639,10.04451,4.723639,drop
40.142431,40.142431,0.043376,0.019146,0.043376,drop
40.084152,40.084152,0,0,0,drop
23.646238,23.646238,15.107888,0.466131,15.107888,drop
74.4709,74.4709,23.361546,12.01869,23.361546,drop
60.117124,60.117124,22.571565,24.824868,22.571565,drop
40.050311,40.050311,0,0,0,drop
70.581814,70.581814,37.869511,2.615488,37.869511,drop
63.688786,63.688786,17.435517,26.378091,17.435517,drop
36.426031,36.426031,2.248289,2.338739,2.248289,drop
38.580074,38.580074,0,0,0,drop
18.939283,18.939283,15.510736,16.185782,15.510736,drop
50.660504,50.660504,21.00406,19.462053,21.00406,drop
40.251334,40.251334,0.860248,1.206514,0.860248,drop
40.095206,40.095206,0,0,0,drop
24.399106,24.399106,21.471935,20.261622,21.471935,drop
21.470633,21.470633,6.561704,3.552833,6.561704,drop
37.335699,37.335699,2.307076,2.874198,2.307076,drop
38.879779,38.879779,0,0,0,drop
8.643963,8.643963,4.343463,0.670673,4.343463,drop
34.671541,34.671541,9.25677,1.773951,9.25677,drop
40.150779,40.150779,0.020612,0.027075,0.020612,drop
40.139979,40.139979,0,0,0,drop
37.586425,37.586425,21.275002,4.587044,21.275002,drop
28.351597,28.351597,4.912424,4.912424,4.912424,drop
39.589527,39.589527,0.225707,0.205857,0.225707,drop
39.833475,39.833475,0,0,0,drop
80.027014,80.027014,54.622921,0.450814,54.622921,drop
76.372713,76.372713,31.04054,21.21871,31.04054,drop
38.566494,38.566494,0.176316,0.15176,0.176316,drop
38.764341,38.764341,0,0,0,drop
25.910745,25.910745,18.391632,12.160643,18.391632,drop
46.275008,46.275008,7.935478,5.97107,7.935478,drop
44.820203,44.820203,3.683439,3.592232,3.683439,drop
41.047761,41.047761,0,0,0,drop
27.540268,27.540268,11.783567,12.696903,11.783567,drop
77.3126,77.3126,30.604226,37.718003,30.604226,drop
49.312939,49.312939,3.222382,4.553801,3.222382,drop
49.487243,49.487243,0,0,0,drop
79.489259,79.489259,0,0,0,drop
80.357289,80.357289,17.044176,24.018142,17.044176,drop
47.536429,47.536429,9.811867,11.543038,9.811867,drop
39.835538,39.835538,0,0,0,drop
48.180218,48.180218,7.528743,29.78992,7.528743,drop
38.553028,38.553028,9.870699,11.719322,9.870699,drop
38.026979,38.026979,1.062088,1.062088,1.062088,drop
126.435897,126.435897,68.000053,6.384041,68.000053,drop
130.601882,130.601882,27.200151,40.559514,27.200151,drop
48.407996,48.407996,7.937187,7.482078,7.937187,drop
40.040417,40.040417,0,0,0,drop
37.530039,37.530039,10.226068,13.332162,10.226068,drop
37.798979,37.798979,1.094184,1.305556,1.094184,drop
38.729944,38.729944,0.032046,0.037232,0.032046,drop
38.755782,38.755782,0,0,0,drop
39.169298,39.169298,21.508825,3.232308,21.508825,drop
69.415146,69.415146,0,0,0,drop
39.671844,39.671844,0.003644,0.003644,0.003644,drop
39.675488,39.675488,0,0,0,drop
30.359085,30.359085,16.765741,0.654508,16.765741,drop
43.939953,43.939953,3.72234,2.743492,3.72234,drop
39.889908,39.889908,0.102938,0.098859,0.102938,drop
39.783047,39.783047,0,0,0,drop
12.42914,12.42914,9.832083,10.065136,9.832083,drop
27.072573,27.072573,17.187839,4.893279,17.187839,drop
40.468837,40.468837,0.011964,0.014888,0.011964,drop
40.476874,40.476874,0,0,0,drop
50.756182,50.756182,22.816679,29.810494,22.816679,drop
39.279642,39.279642,0.280884,0.313194,0.280884,drop
39.596282,39.596282,0.044115,0.015616,0.044115,drop
39.53588,39.53588,0,0,0,drop
67.87565,67.87565,46.002154,0.464099,46.002154,drop
67.108786,67.108786,22.767793,21.094537,22.767793,drop
27.471148,27.471148,6.472772,7.57274,6.472772,drop
47.692069,47.692069,5.02608,5.02608,5.02608,drop
13.234099,13.234099,2.691355,0.047238,2.691355,drop
37.42521,37.42521,6.626601,9.221502,6.626601,drop
39.446178,39.446178,0.026531,0.010983,0.026531,drop
39.410301,39.410301,0,0,0,drop
18.256658,18.256658,11.920034,0.100138,11.920034,drop
38.106116,38.106116,1.540842,0.447539,1.540842,drop
40.23162,40.23162,0.020051,0.020051,0.020051,drop
40.211568,40.211568,0,0,0,drop
58.029975,58.029975,39.846969,0.215535,39.846969,drop
56.026751,56.026751,18.711425,21.300507,18.711425,drop
39.942061,39.942061,0.019959,0.020768,0.019959,drop
39.961176,39.961176,0,0,0,drop
44.872611,44.872611,2.098811,0.729242,2.098811,drop
19.594289,19.594289,7.441952,13.669087,7.441952,drop
24.759017,24.759017,12.482229,1.100559,12.482229,drop
42.377214,42.377214,0,0,0,drop
25.959832,25.959832,12.770789,1.869374,12.770789,drop
35.058543,35.058543,10.769312,5.78437,10.769312,drop
38.797351,38.797351,0.872514,0.030843,0.872514,drop
40.030887,40.030887,0,0,0,drop
25.656152,25.656152,14.05669,2.696214,14.05669,drop
53.818039,53.818039,27.651865,0.205715,27.651865,drop
36.100246,36.100246,3.172319,3.55355,3.172319,drop
38.838769,38.838769,0,0,0,drop
37.846197,37.846197,7.048265,4.830406,7.048265,drop
52.273066,52.273066,22.933679,40.105156,22.933679,drop
31.653928,31.653928,7.252833,7.215133,7.252833,drop
38.944266,38.944266,0,0,0,drop
34.683532,34.683532,16.707458,20.597969,16.707458,drop
47.331899,47.331899,17.410191,9.985266,17.410191,drop
36.554732,36.554732,3.483189,4.371264,3.483189,drop
38.825694,38.825694,0,0,0,drop
20.958297,20.958297,13.114949,14.654152,13.114949,drop
43.905563,43.905563,14.747085,22.978052,14.747085,drop
39.824531,39.824531,0.054973,0.058939,0.054973,drop
39.875229,39.875229,0,0,0,drop
31.91484,31.91484,17.48971,9.945296,17.48971,drop
35.360724,35.360724,4.761096,4.801168,4.761096,drop
40.03162,40.03162,0,0,0,drop
19.993194,19.993194,9.734637,9.253124,9.734637,drop
31.835927,31.835927,7.508565,7.019124,7.508565,drop
38.907322,38.907322,0,0,0,drop
38.907322,38.907322,0,0,0,drop
94.151368,94.151368,50.126908,5.71962,50.126908,drop
71.579706,71.579706,33.677603,26.199444,33.677603,drop
38.839529,38.839529,0.019108,0.019108,0.019108,drop
38.858637,38.858637,0,0,0,drop
24.260274,24.260274,11.251121,0.050575,11.251121,drop
48.019281,48.019281,32.073196,23.107102,32.073196,drop
62.093594,62.093594,18.320376,0.945701,18.320376,drop
87.985253,87.985253,0,0,0,drop
19.876094,19.876094,13.121073,0.863669,13.121073,drop
43.577378,43.577378,19.268174,11.346002,19.268174,drop
39.067276,39.067276,2.365194,3.290231,2.365194,drop
39.669496,39.669496,0,0,0,drop
24.307097,24.307097,6.034322,6.728938,6.034322,drop
18.087944,18.087944,5.069228,2.657376,5.069228,drop
24.638442,24.638442,5.196556,7.257688,5.196556,drop
23.483299,23.483299,0,0,0,drop
84.979701,84.979701,50.292744,0.364797,50.292744,drop
106.966453,106.966453,32.012219,2.321236,32.012219,drop
47.242254,47.242254,8.637175,12.206103,8.637175,drop
47.703373,47.703373,0,0,0,drop
17.13029,17.13029,3.819762,4.937304,3.819762,drop
49.25676,49.25676,12.723131,23.45802,12.723131,drop
42.432961,42.432961,2.42314,2.423232,2.42314,drop
40.009913,40.009913,0,0,0,drop
67.076215,67.076215,10.711578,5.479587,10.711578,drop
74.164589,74.164589,14.144433,18.731094,14.144433,drop
121.725041,121.725041,40.893929,18.775086,40.893929,drop
176.425342,176.425342,0,0,0,drop
76.27291,76.27291,33.693268,20.995891,33.693268,drop
66.421704,66.421704,17.356386,6.843836,17.356386,drop
25.515697,25.515697,7.356483,3.830488,7.356483,drop
15.842898,15.842898,0,0,0,drop
58.99389,58.99389,19.568597,2.581716,19.568597,drop
41.100553,41.100553,17.870542,12.100328,17.870542,drop
36.533525,36.533525,10.930966,4.699147,10.930966,drop
21.806337,21.806337,0,0,0,drop
63.428191,63.428191,22.310262,16.660955,22.310262,drop
41.7914,41.7914,15.819108,0.400509,15.819108,drop
18.824876,18.824876,0.776911,0.715963,0.776911,drop
19.65829,19.65829,0,0,0,drop
27.840679,27.840679,9.397598,6.601672,9.397598,drop
27.975278,27.975278,9.627655,6.976125,9.627655,drop
39.942002,39.942002,0.130664,0.127136,0.130664,drop
40.076045,40.076045,0.000046,0.000046,0.000046,drop
40.074243,40.074243,0,0,0,drop
40.064472,40.064472,0,0,0,drop
40.057033,40.057033,0,0,0,drop
24.380462,24.380462,10.711638,5.963201,10.711638,drop
31.718246,31.718246,7.119719,7.024268,7.119719,drop
38.856371,38.856371,0,0,0,drop
38.830842,38.830842,0,0,0,drop
38.856371,38.856371,0,0,0,drop
31.812004,31.812004,7.433414,1.319877,7.433414,drop
39.752857,39.752857,0.83667,0.815545,0.83667,drop
38.896514,38.896514,0.000321,0.000321,0.000321,drop
38.896835,38.896835,0,0,0,drop
22.679767,22.679767,4.554349,0.373278,4.554349,drop
36.358064,36.358064,2.42316,2.403342,2.42316,drop
38.83994,38.83994,0.0266,0.000661,0.0266,drop
38.802329,38.802329,0,0,0,drop
33.18638,33.18638,4.349348,0.689786,4.349348,drop
32.056954,32.056954,6.207072,2.079122,6.207072,drop
39.467296,39.467296,0.936254,1.056496,0.936254,drop
40.236978,40.236978,0.026897,0,0.026897,drop
40.255997,40.255997,0.019019,0.019019,0.019019,drop
19.759946,19.759946,6.676188,2.927992,6.676188,drop
32.824876,32.824876,7.30354,7.436383,7.30354,drop
39.993111,39.993111,0,0,0,drop
39.993111,39.993111,0,0,0,drop
51.612323,51.612323,19.628463,24.598512,19.628463,drop
38.85537,38.85537,0.000574,0.000472,0.000574,drop
38.85471,38.85471,0,0,0,drop
38.85471,38.85471,0,0,0,drop
45.781332,45.781332,7.471012,11.114167,7.471012,drop
40.147285,40.147285,0.10084,0.079959,0.10084,drop
40.067327,40.067327,0.026959,0,0.026959,drop
40.105453,40.105453,0,0,0,drop
23.800505,23.800505,10.920721,0.487483,10.920721,drop
32.226423,32.226423,7.917746,8.028519,7.917746,drop
40.013255,40.013255,0.018861,0.019134,0.018861,drop
40.03184,40.03184,0,0,0,drop
37.663577,37.663577,2.696077,3.203538,2.696077,drop
40.137534,40.137534,0.019039,0.019039,0.019039,drop
40.118495,40.118495,0.026925,0,0.026925,drop
40.080418,40.080418,0,0,0,drop
28.574945,28.574945,6.810113,3.477473,6.810113,drop
38.814772,38.814772,0.043238,0.019632,0.043238,drop
38.853543,38.853543,0.019139,0.019139,0.019139,drop
35.022427,35.022427,4.903086,0.259711,4.903086,drop
39.648088,39.648088,0.786832,0.730262,0.786832,drop
38.823695,38.823695,0.018854,0.019135,0.018854,drop
38.805127,38.805127,0,0,0,drop
39.156624,39.156624,2.054224,0.57398,2.054224,drop
38.817244,38.817244,0.006043,0.005046,0.006043,drop
38.80681,38.80681,0.000548,0.000548,0.000548,drop
50.849421,50.849421,11.735521,0.144437,11.735521,drop
40.853575,40.853575,2.438578,2.991458,2.438578,drop
40.519116,40.519116,0.016179,0.013104,0.016179,drop
40.50036,40.50036,0,0,0,drop
46.139645,46.139645,10.137655,6.881122,10.137655,drop
37.402944,37.402944,1.323575,1.203673,1.323575,drop
38.818613,38.818613,0.017813,0.017813,0.017813,drop
38.836426,38.836426,0,0,0,drop
50.957439,50.957439,0.688988,0.706428,0.688988,drop
39.469513,39.469513,4.346402,2.817587,4.346402,drop
40.054414,40.054414,0,0,0,drop
40.054414,40.054414,0,0,0,drop
28.421483,28.421483,10.457547,1.290747,10.457547,drop
41.452913,41.452913,10.2201,10.908764,10.2201,drop
45.475701,45.475701,6.021663,6.436058,6.021663,drop
39.899142,39.899142,0,0,0,drop
31.54606,31.54606,4.805808,18.466652,4.805808,drop
28.587671,28.587671,7.011947,8.842564,7.011947,drop
36.086027,36.086027,3.953604,4.083775,3.953604,drop
39.905026,39.905026,0,0,0,drop
32.622832,32.622832,10.938637,7.381674,10.938637,drop
18.945773,18.945773,4.845676,1.041889,4.845676,drop
29.765655,29.765655,8.311811,6.223028,8.311811,drop
39.845302,39.845302,0.241721,0.241721,0.241721,drop
39.950886,39.950886,0,0,0,drop
40.315285,40.315285,0,0,0,drop
40.182874,40.182874,0,0,0,drop
37.053727,37.053727,13.712631,16.355819,13.712631,drop
32.026956,32.026956,8.964613,6.467579,8.964613,drop
40.832521,40.832521,0.706144,0.686749,0.706144,drop
40.107501,40.107501,0,0,0,drop
28.571742,28.571742,8.831006,6.373304,8.831006,drop
46.10882,46.10882,11.970567,18.003748,11.970567,drop
41.791005,41.791005,1.243895,0.495544,1.243895,drop
40.103111,40.103111,0,0,0,drop
28.440691,28.440691,7.927597,9.167676,7.927597,drop
57.627507,57.627507,29.933234,30.815033,29.933234,drop
36.350886,36.350886,2.493592,2.25975,2.493592,drop
39.058197,39.058197,0,0,0,drop
21.576313,21.576313,13.482185,0.019822,13.482185,drop
32.609024,32.609024,22.773336,11.795975,22.773336,drop
55.889589,55.889589,10.69288,9.056029,10.69288,drop
43.77911,43.77911,0,0,0,drop
16.99688,16.99688,14.153654,14.704141,14.153654,drop
54.369254,54.369254,26.033028,2.908464,26.033028,drop
41.222568,41.222568,1.953581,2.543674,1.953581,drop
40.144292,40.144292,0,0,0,drop
9.269995,9.269995,3.648277,0.154135,3.648277,drop
33.913531,33.913531,8.331775,3.08745,8.331775,drop
39.185122,39.185122,0.26357,0.247425,0.26357,drop
38.906341,38.906341,0,0,0,drop
22.884665,22.884665,14.915233,1.51197,14.915233,drop
48.390216,48.390216,15.321667,21.442166,15.321667,drop
42.192155,42.192155,3.149433,3.024905,3.149433,drop
38.922933,38.922933,0,0,0,drop
30.394612,30.394612,9.39285,0.278217,9.39285,drop
35.877988,35.877988,18.064808,24.955831,18.064808,drop
35.567292,35.567292,3.389619,3.558145,3.389619,drop
38.779556,38.779556,0,0,0,drop
43.11447,43.11447,16.118522,0.157108,16.118522,drop
35.714864,35.714864,9.70187,15.363834,9.70187,drop
38.31366,38.31366,1.935853,1.622326,1.935853,drop
40.518907,40.518907,0,0,0,drop
20.399971,20.399971,9.469991,10.005626,9.469991,drop
49.30427,49.30427,18.06912,7.137191,18.06912,drop
38.497424,38.497424,0.388035,0.54185,0.388035,drop
38.577871,38.577871,0.00213,0.00213,0.00213,drop
23.57292,23.57292,17.1803,13.205423,17.1803,drop
48.321977,48.321977,13.557598,18.221327,13.557598,drop
41.043873,41.043873,0.680807,0.183146,0.680807,drop
40.098646,40.098646,0,0,0,drop
22.738386,22.738386,5.401192,7.622677,5.401192,drop
47.158856,47.158856,20.830018,9.673591,20.830018,drop
32.587443,32.587443,6.810645,6.161837,6.810645,drop
39.990249,39.990249,0,0,0,drop
19.040266,19.040266,12.800205,6.040792,12.800205,drop
49.909645,49.909645,5.840807,39.480403,5.840807,drop
50.308555,50.308555,14.95511,19.606656,14.95511,drop
42.378253,42.378253,0,0,0,drop
20.68826,20.68826,13.468222,0.455508,13.468222,drop
38.424104,38.424104,12.216402,18.880125,12.216402,drop
40.297282,40.297282,0.119872,0.137403,0.119872,drop
40.197991,40.197991,0,0,0,drop
21.065218,21.065218,9.780597,12.659212,9.780597,drop
37.357265,37.357265,7.011352,9.538995,7.011352,drop
40.229397,40.229397,0.018267,0.018267,0.018267,drop
40.211131,40.211131,0,0,0,drop
15.444642,15.444642,7.093413,8.866051,7.093413,drop
47.421254,47.421254,16.624685,6.46317,16.624685,drop
39.982051,39.982051,0.022136,0.022136,0.022136,drop
40.004229,40.004229,0,0,0,drop
40.019759,40.019759,0,0,0,drop
40.045071,40.045071,0,0,0,drop
21.625999,21.625999,14.298776,0.645364,14.298776,drop
11.936054,11.936054,9.2812,7.610508,9.2812,drop
38.494306,38.494306,0.422991,0.008421,0.422991,drop
39.092446,39.092446,0,0,0,drop
14.487464,14.487464,10.908011,11.760088,10.908011,drop
36.5065,36.5065,11.055049,11.212109,11.055049,drop
40.383175,40.383175,0.062819,0.063271,0.062819,drop
40.445539,40.445539,0,0,0,drop
20.731427,20.731427,14.16387,0.244576,14.16387,drop
21.275771,21.275771,14.069435,0.015188,14.069435,drop
40.27087,40.27087,0.056622,0.057148,0.056622,drop
40.21478,40.21478,0,0,0,drop
18.325477,18.325477,15.475835,15.284917,15.475835,drop
30.82757,30.82757,8.87705,8.119253,8.87705,drop
40.445531,40.445531,0.0143,0.0143,0.0143,drop
40.459831,40.459831,0,0,0,drop
18.558643,18.558643,16.173445,16.431424,16.173445,drop
21.917325,21.917325,13.55659,0.006598,13.55659,drop
40.381798,40.381798,0.233433,0.151036,0.233433,drop
40.088252,40.088252,0,0,0,drop
35.477178,35.477178,3.362902,3.128813,3.362902,drop
44.919517,44.919517,7.652602,2.050584,7.652602,drop
40.218335,40.218335,0.008423,0.006879,0.008423,drop
40.22806,40.22806,0,0,0,drop
53.255253,53.255253,12.6738,2.68258,12.6738,drop
49.311766,49.311766,10.395911,10.299342,10.395911,drop
38.781649,38.781649,0.012842,0.012842,0.012842,drop
25.936417,25.936417,18.356626,12.035842,18.356626,drop
49.86867,49.86867,13.820424,19.116405,13.820424,drop
53.939459,53.939459,0,0,0,drop
41.221992,41.221992,0,0,0,drop
28.714771,28.714771,11.598791,3.133736,11.598791,drop
30.385681,30.385681,7.083967,4.420154,7.083967,drop
40.245874,40.245874,0.23996,0.222175,0.23996,drop
40.502389,40.502389,0,0,0,drop
5.196954,5.196954,2.241945,0.20105,2.241945,drop
33.866828,33.866828,8.381793,16.177205,8.381793,drop
38.236598,38.236598,0.7022,0.716775,0.7022,drop
38.923914,38.923914,0,0,0,drop
16.864162,16.864162,12.784129,13.364949,12.784129,drop
24.597242,24.597242,11.008323,20.218362,11.008323,drop
45.026557,45.026557,7.047916,7.797546,7.047916,drop
38.818134,38.818134,0,0,0,drop
12.348924,12.348924,9.898623,10.311299,9.898623,drop
42.241573,42.241573,13.718028,12.334601,13.718028,drop
39.252274,39.252274,3.364642,4.427368,3.364642,drop
37.508701,37.508701,0,0,0,drop
14.805136,14.805136,12.098465,12.593895,12.098465,drop
32.855313,32.855313,20.553559,17.643746,20.553559,drop
34.911225,34.911225,7.511126,9.298385,7.511126,drop
40.046793,40.046793,0,0,0,drop
20.430993,20.430993,13.544357,4.106262,13.544357,drop
32.847037,32.847037,12.824355,16.766597,12.824355,drop
48.781534,48.781534,6.843459,9.601095,6.843459,drop
50.000075,50.000075,0,0,0,drop
17.722621,17.722621,14.671465,14.856658,14.671465,drop
65.409027,65.409027,23.902896,15.881338,23.902896,drop
47.46367,47.46367,7.437267,7.026899,7.437267,drop
39.637523,39.637523,0,0,0,drop
40.093332,40.093332,0.011314,0.014534,0.011314,fall
40.933998,40.933998,1.269204,1.48005,1.269204,fall
38.832923,38.832923,1.212333,2.73559,1.212333,fall
38.341572,38.341572,1.047502,2.290392,1.047502,fall
40.542942,40.542942,1.022052,0.36649,1.022052,fall
41.310999,41.310999,0.302383,0.302383,0.302383,fall
41.008615,41.008615,0,0,0,fall
37.433201,37.433201,1.950706,0.031765,1.950706,fall
35.519382,35.519382,4.640551,5.288324,4.640551,fall
38.628215,38.628215,5.545356,5.323393,5.545356,fall
