@relation training_data_sample_1000-weka.filters.unsupervised.attribute.Remove-R1

@attribute max_freq numeric
@attribute coeff1 numeric
@attribute coeff2 numeric
@attribute coeff3 numeric
@attribute coeff4 numeric
@attribute label {drop,fall,false}

@data
36.104191,36.104191,6.591649,9.351007,6.591649,false
43.910071,43.910071,5.165053,5.215659,5.165053,false
37.458875,37.458875,5.695034,11.617425,5.695034,false
39.303389,39.303389,4.25211,5.497399,4.25211,false
32.573207,32.573207,1.699469,1.050623,1.699469,false
39.764755,39.764755,2.317242,3.136341,2.317242,false
36.2883,36.2883,3.154385,1.856709,3.154385,false
40.697726,40.697726,1.406554,0.827656,1.406554,false
35.422442,35.422442,2.830454,3.325913,2.830454,false
43.535475,43.535475,5.501966,3.930361,5.501966,false
41.788509,41.788509,4.906898,4.168738,4.906898,false
42.834972,42.834972,1.877292,6.80786,1.877292,false
49.383162,49.383162,9.701071,1.615209,9.701071,false
63.007135,63.007135,0,0,0,false
39.560878,39.560878,5.561556,4.773266,5.561556,false
39.480865,39.480865,5.425224,1.694043,5.425224,false
41.615947,41.615947,7.344836,0.463788,7.344836,false
46.763855,46.763855,12.163072,13.486259,12.163072,false
38.500717,38.500717,2.611688,1.98907,2.611688,false
38.856718,38.856718,3.688261,2.516811,3.688261,false
39.815499,39.815499,1.655633,0.405027,1.655633,false
37.686836,37.686836,0.531172,0.071473,0.531172,false
38.484149,38.484149,1.144057,0.147283,1.144057,false
37.550918,37.550918,0.473394,0.04293,0.473394,false
37.637595,37.637595,0.468736,0.251483,0.468736,false
40.11461,40.11461,1.187422,1.59322,1.187422,false
39.537351,39.537351,2.536266,2.834616,2.536266,false
38.925003,38.925003,0.656233,0.905082,0.656233,false
38.830615,38.830615,0.246437,0.209097,0.246437,false
39.437353,39.437353,0.468138,0.106282,0.468138,false
37.865146,37.865146,1.455234,0.683516,1.455234,false
39.621618,39.621618,0.571823,0.741294,0.571823,false
38.944582,38.944582,0.58289,0.517045,0.58289,false
34.887156,34.887156,1.959029,0.541195,1.959029,false
37.382414,37.382414,1.747443,2.667907,1.747443,false
37.943879,37.943879,1.34453,0.964133,1.34453,false
37.892241,37.892241,0.83917,1.472261,0.83917,false
36.475368,36.475368,1.463615,1.979801,1.463615,false
38.480752,38.480752,2.618566,2.55267,2.618566,false
40.769683,40.769683,5.135391,1.566954,5.135391,false
40.888902,40.888902,2.68399,1.684239,2.68399,false
36.669444,36.669444,2.369652,0.818729,2.369652,false
37.446123,37.446123,1.346441,1.671805,1.346441,false
42.349124,42.349124,1.854221,0.338021,1.854221,false
37.514519,37.514519,3.25112,1.314193,3.25112,false
37.000159,37.000159,1.035669,0.932225,1.035669,false
38.37058,38.37058,0.148701,0.07219,0.148701,false
37.523943,37.523943,0.386654,0.390586,0.386654,false
38.84703,38.84703,0.454328,2.147689,0.454328,false
37.61743,37.61743,1.450215,1.791163,1.450215,false
38.488542,38.488542,1.909767,0.309832,1.909767,false
37.099565,37.099565,2.69465,0.894407,2.69465,false
38.045118,38.045118,2.640616,0.472785,2.640616,false
41.749465,41.749465,0,0,0,false
43.21046,43.21046,1.788945,3.831798,1.788945,false
41.601805,41.601805,2.947505,4.148584,2.947505,false
39.623788,39.623788,2.087454,1.774559,2.087454,false
40.924333,40.924333,6.040995,3.47966,6.040995,false
43.423709,43.423709,8.199143,5.276052,8.199143,false
42.401885,42.401885,4.849059,1.323624,4.849059,false
41.156577,41.156577,6.149937,2.000277,6.149937,false
43.218311,43.218311,2.383175,2.369594,2.383175,false
38.765648,38.765648,1.154476,0.834336,1.154476,false
37.637463,37.637463,1.834974,0.445533,1.834974,false
41.541768,41.541768,4.289031,2.138659,4.289031,false
36.344031,36.344031,6.478098,3.762353,6.478098,false
38.401145,38.401145,5.155062,0.527456,5.155062,false
36.935622,36.935622,0.378772,0.23033,0.378772,false
40.935204,40.935204,4.648538,2.217938,4.648538,false
31.398936,31.398936,0,0,0,false
48.04753,48.04753,9.67161,8.554937,9.67161,false
39.055048,39.055048,0.278366,0.359341,0.278366,false
37.623919,37.623919,1.393377,0.444822,1.393377,false
38.653805,38.653805,0.386944,0.53424,0.386944,false
38.147767,38.147767,0.338799,0.07179,0.338799,false
37.811007,37.811007,0.152152,0.202982,0.152152,false
38.057247,38.057247,0.164273,0.009444,0.164273,false
37.94828,37.94828,0.101908,0.090425,0.101908,false
37.868115,37.868115,0.180512,0.040178,0.180512,false
37.850805,37.850805,0.128476,0.068008,0.128476,false
37.810662,37.810662,0.081581,0.246356,0.081581,false
38.116091,38.116091,0.030246,0.005595,0.030246,false
37.92627,37.92627,0.055155,0.090867,0.055155,false
38.125658,38.125658,0.220291,0.055506,0.220291,false
37.743807,37.743807,2.774932,2.654496,2.774932,false
37.960861,37.960861,2.371991,2.143702,2.371991,false
37.782226,37.782226,1.46548,1.549041,1.46548,false
37.710895,37.710895,2.942547,0.132672,2.942547,false
38.257767,38.257767,6.140343,0.899628,6.140343,false
39.583444,39.583444,2.773276,3.699433,2.773276,false
37.287551,37.287551,1.252407,1.332249,1.252407,false
44.318283,44.318283,3.430325,4.288091,3.430325,false
41.129086,41.129086,0.792034,6.485462,0.792034,false
28.538996,28.538996,1.857052,2.607263,1.857052,false
39.1543,39.1543,1.901637,6.605327,1.901637,false
43.069644,43.069644,2.558249,0.01262,2.558249,false
38.503481,38.503481,1.971357,0.064375,1.971357,false
42.478428,42.478428,2.871738,2.250499,2.871738,false
40.116412,40.116412,4.370376,0.511065,4.370376,false
45.198566,45.198566,2.774103,2.341634,2.774103,false
41.887863,41.887863,8.074617,7.273707,8.074617,false
39.270262,39.270262,7.994411,3.88659,7.994411,false
41.149599,41.149599,6.65684,2.616471,6.65684,false
42.519563,42.519563,2.429617,3.015143,2.429617,false
39.776133,39.776133,1.927069,1.033946,1.927069,false
39.041021,39.041021,2.311966,2.064707,2.311966,false
39.745212,39.745212,1.249477,0.617304,1.249477,false
37.533976,37.533976,0.18825,0.221065,0.18825,false
37.532486,37.532486,0.307468,0.166962,0.307468,false
36.905518,36.905518,0.195492,0.181583,0.195492,false
37.677759,37.677759,0.340538,0.299642,0.340538,false
37.49119,37.49119,0.210903,0.28543,0.210903,false
38.248114,38.248114,0.523965,0.571764,0.523965,false
38.441387,38.441387,0.514674,0.727134,0.514674,false
38.336115,38.336115,0.389653,0.103615,0.389653,false
37.471229,37.471229,0.073923,0.080275,0.073923,false
37.791471,37.791471,0.166051,0.098111,0.166051,false
37.910566,37.910566,0.082844,0.100954,0.082844,false
37.800158,37.800158,0.095733,0.016781,0.095733,false
38.290428,38.290428,0.392276,0.07856,0.392276,false
37.898046,37.898046,0.307804,0.331735,0.307804,false
37.808313,37.808313,0.081755,0.104073,0.081755,false
37.752502,37.752502,0.198719,0.17318,0.198719,false
37.124696,37.124696,1.082885,0.64689,1.082885,false
37.111827,37.111827,0.381882,0.642894,0.381882,false
38.289424,38.289424,0.280549,0.038512,0.280549,false
38.367091,38.367091,0.360082,0.181239,0.360082,false
37.214588,37.214588,0.531165,0.68418,0.531165,false
37.556227,37.556227,0.812291,0.594308,0.812291,false
39.315409,39.315409,1.745054,0.547631,1.745054,false
41.391208,41.391208,0.344343,0.62487,0.344343,false
45.431384,45.431384,1.782911,1.723752,1.782911,false
44.229657,44.229657,5.493489,0.738121,5.493489,false
41.422827,41.422827,4.081708,4.810229,4.081708,false
40.56571,40.56571,1.924588,1.323429,1.924588,false
36.587172,36.587172,1.314415,1.23136,1.314415,false
40.609711,40.609711,2.313197,3.41473,2.313197,false
38.381492,38.381492,0.485211,0.675586,0.485211,false
37.020157,37.020157,0.514495,0.718349,0.514495,false
37.522042,37.522042,1.354817,0.096474,1.354817,false
37.895014,37.895014,0.805067,0.299864,0.805067,false
40.990779,40.990779,1.320525,0.260054,1.320525,false
40.150889,40.150889,2.212622,3.041178,2.212622,false
38.563947,38.563947,0.940856,1.248619,0.940856,false
41.853579,41.853579,2.579041,0.010741,2.579041,false
34.932116,34.932116,3.978135,2.804338,3.978135,false
41.108509,41.108509,5.32157,1.788788,5.32157,false
43.973874,43.973874,2.84124,1.247721,2.84124,false
41.099739,41.099739,1.045361,5.25968,1.045361,false
40.133274,40.133274,1.676175,0.205072,1.676175,false
44.137495,44.137495,1.989439,5.116629,1.989439,false
46.321699,46.321699,5.272443,3.725716,5.272443,false
47.314765,47.314765,6.989814,3.128346,6.989814,false
57.969252,57.969252,0,0,0,false
40.657065,40.657065,9.031191,7.769078,9.031191,false
40.292307,40.292307,0.950632,0.950632,0.950632,false
39.844534,39.844534,3.25797,1.114913,3.25797,false
46.11764,46.11764,0,0,0,false
34.098708,34.098708,2.109522,1.461588,2.109522,false
41.327979,41.327979,9.55199,8.618947,9.55199,false
44.112131,44.112131,2.395786,1.780441,2.395786,false
45.797141,45.797141,6.852254,1.05553,6.852254,false
46.174459,46.174459,7.517523,0.33119,7.517523,false
44.947165,44.947165,0.353039,0.353039,0.353039,false
45.300204,45.300204,0,0,0,false
39.561744,39.561744,0.638293,0.221944,0.638293,false
37.485014,37.485014,1.971494,1.213976,1.971494,false
34.658238,34.658238,3.931733,3.372663,3.931733,false
45.197196,45.197196,6.2554,5.044288,6.2554,false
39.21643,39.21643,6.277913,6.10327,6.277913,false
42.766455,42.766455,6.046956,6.594366,6.046956,false
54.468047,54.468047,2.267011,1.993498,2.267011,false
42.325106,42.325106,5.885881,2.095525,5.885881,false
52.313045,52.313045,2.568406,6.50628,2.568406,false
41.820001,41.820001,1.119207,10.726287,1.119207,false
39.590456,39.590456,3.331856,4.482444,3.331856,false
35.483548,35.483548,4.297133,3.032504,4.297133,false
47.132217,47.132217,4.027928,1.684455,4.027928,false
42.96342,42.96342,4.179345,1.478488,4.179345,false
38.88173,38.88173,1.302938,1.936253,1.302938,false
40.781204,40.781204,0,0,0,false
51.449266,51.449266,8.324564,4.941448,8.324564,false
47.3859,47.3859,3.50593,4.943809,3.50593,false
47.222699,47.222699,7.869608,15.011576,7.869608,false
52.721131,52.721131,8.103769,8.947734,8.103769,false
60.040412,60.040412,11.904334,7.815189,11.904334,false
47.393226,47.393226,6.501576,14.525007,6.501576,false
43.544169,43.544169,3.565086,4.747313,3.565086,false
41.988804,41.988804,3.032726,1.081554,3.032726,false
41.605337,41.605337,3.213218,4.681344,3.213218,false
40.042192,40.042192,3.215876,11.182932,3.215876,false
40.200166,40.200166,2.960973,12.636706,2.960973,false
47.613744,47.613744,6.04188,18.109696,6.04188,false
36.027364,36.027364,1.803168,4.185044,1.803168,false
36.425774,36.425774,2.065202,4.583454,2.065202,false
54.0071,54.0071,16.232061,15.863873,16.232061,false
38.91013,38.91013,1.676564,1.787419,1.676564,false
38.003842,38.003842,0.297797,0.291652,0.297797,false
38.037015,38.037015,0.3909,0.350297,0.3909,false
37.38119,37.38119,0.303594,0.137683,0.303594,false
38.331893,38.331893,0.855567,0.993859,0.855567,false
38.606695,38.606695,0.236056,0.499259,0.236056,false
38.446109,38.446109,0.707533,0.510568,0.707533,false
37.617565,37.617565,0.64847,0.743414,0.64847,false
37.641259,37.641259,0.169107,0.204875,0.169107,false
38.119861,38.119861,0.687187,0.190761,0.687187,false
36.817796,36.817796,0.042777,0.042777,0.042777,false
38.330736,38.330736,0.178907,0.178907,0.178907,false
41.277043,41.277043,1.439201,2.161263,1.439201,false
38.134417,38.134417,0.809976,1.116073,0.809976,false
40.514132,40.514132,2.385035,0.491923,2.385035,false
37.842371,37.842371,3.527438,0.403804,3.527438,false
35.971643,35.971643,1.779174,3.73845,1.779174,false
45.873703,45.873703,10.122473,9.969045,10.122473,false
42.921674,42.921674,5.32162,0.081995,5.32162,false
34.058717,34.058717,3.465301,7.668525,3.465301,false
35.0557,35.0557,7.355037,5.848957,7.355037,false
43.759045,43.759045,6.229546,5.234946,6.229546,false
42.010747,42.010747,5.873733,2.843457,5.873733,false
40.081834,40.081834,5.572085,2.056749,5.572085,false
39.182753,39.182753,6.735518,0.619196,6.735518,false
38.224308,38.224308,3.763442,5.149982,3.763442,false
37.03325,37.03325,7.028807,2.120456,7.028807,false
42.711616,42.711616,5.819727,5.837668,5.819727,false
43.156206,43.156206,6.516116,2.795518,6.516116,false
42.345772,42.345772,4.940575,6.57642,4.940575,false
41.770669,41.770669,1.706509,0.299595,1.706509,false
39.150048,39.150048,0.958548,0.249392,0.958548,false
40.459288,40.459288,1.835011,0.43108,1.835011,false
38.570603,38.570603,4.623262,9.525594,4.623262,false
34.070992,34.070992,5.548996,5.38287,5.548996,false
39.611997,39.611997,7.380186,2.948535,7.380186,false
39.439605,39.439605,2.883255,3.792271,2.883255,false
40.383043,40.383043,1.55619,1.528801,1.55619,false
36.840968,36.840968,3.57517,1.240681,3.57517,false
37.101033,37.101033,3.056561,0.76347,3.056561,false
41.411283,41.411283,1.91405,0.711269,1.91405,false
39.905136,39.905136,1.613412,1.417478,1.613412,false
42.76131,42.76131,5.38443,5.02944,5.38443,false
37.991032,37.991032,2.758888,3.287177,2.758888,false
36.807183,36.807183,3.052464,1.75677,3.052464,false
40.334807,40.334807,5.451974,4.444352,5.451974,false
36.060525,36.060525,5.249313,2.810268,5.249313,false
38.545901,38.545901,8.200961,4.185545,8.200961,false
46.299932,46.299932,5.493982,3.764139,5.493982,false
42.633812,42.633812,10.464038,2.093997,10.464038,false
44.389836,44.389836,4.849982,6.212465,4.849982,false
40.415929,40.415929,1.428564,0.102754,1.428564,false
37.950189,37.950189,0.037012,0.006853,0.037012,false
39.819675,39.819675,1.967466,0.079737,1.967466,false
39.495821,39.495821,1.256229,1.684045,1.256229,false
38.200441,38.200441,1.630898,0.686706,1.630898,false
37.8667,37.8667,1.295071,1.793297,1.295071,false
38.550498,38.550498,1.166309,0.278076,1.166309,false
38.55674,38.55674,0.937408,0.320437,0.937408,false
39.497985,39.497985,0.637867,0.535529,0.637867,false
40.223902,40.223902,0,0,0,false
28.804213,28.804213,10.375457,3.050636,10.375457,false
33.281555,33.281555,10.318593,0.283501,10.318593,false
37.961546,37.961546,2.85005,2.839836,2.85005,false
38.84748,38.84748,5.827499,6.287584,5.827499,false
40.666567,40.666567,9.279683,0.216223,9.279683,false
35.243564,35.243564,6.65974,3.840454,6.65974,false
44.443507,44.443507,9.674203,3.194948,9.674203,false
39.788252,39.788252,4.332236,9.957609,4.332236,false
37.415113,37.415113,8.402781,3.542222,8.402781,false
49.016957,49.016957,4.028521,8.309573,4.028521,false
35.320794,35.320794,7.067748,8.703719,7.067748,false
42.043512,42.043512,7.676431,10.855369,7.676431,false
30.260597,30.260597,7.156556,1.361765,7.156556,false
46.11573,46.11573,8.634951,9.886443,8.634951,false
34.115005,34.115005,9.434774,9.524454,9.434774,false
42.261338,42.261338,6.009668,5.478099,6.009668,false
36.680126,36.680126,4.948699,2.456063,4.948699,false
40.737131,40.737131,4.040382,2.538485,4.040382,false
32.865491,32.865491,7.371059,0.19516,7.371059,false
36.776027,36.776027,7.685596,0.279676,7.685596,false
34.324837,34.324837,5.80058,0.381881,5.80058,false
34.524046,34.524046,5.880801,1.203338,5.880801,false
30.183137,30.183137,7.808496,0.5461,7.808496,false
34.446132,34.446132,7.717617,0.407511,7.717617,false
33.426467,33.426467,4.897713,0.689875,4.897713,false
34.271075,34.271075,5.930351,1.172386,5.930351,false
35.237141,35.237141,4.550016,0.305513,4.550016,false
39.200708,39.200708,3.329212,4.346937,3.329212,false
41.00942,41.00942,0,0,0,false
37.52231,37.52231,5.474817,0.433664,5.474817,false
39.028054,39.028054,4.608017,2.451953,4.608017,false
39.506095,39.506095,4.373845,2.624851,4.373845,false
39.448239,39.448239,4.00988,3.549577,4.00988,false
38.403512,38.403512,4.629712,3.377814,4.629712,false
40.905006,40.905006,5.849516,3.291561,5.849516,false
46.375334,46.375334,8.592718,2.365068,8.592718,false
46.233908,46.233908,8.704415,2.202861,8.704415,false
36.76446,36.76446,4.033733,0.681336,4.033733,false
42.197004,42.197004,4.263445,3.188589,4.263445,false
47.31431,47.31431,0,0,0,false
43.560062,43.560062,7.840548,7.043773,7.840548,false
37.061182,37.061182,8.598222,1.01485,8.598222,false
44.468614,44.468614,6.103251,9.493562,6.103251,false
38.322591,38.322591,4.211947,5.129293,4.211947,false
36.697639,36.697639,2.262226,0.307221,2.262226,false
41.706204,41.706204,6.960952,1.572253,6.960952,false
44.055631,44.055631,0.061814,7.423553,0.061814,false
38.48654,38.48654,6.037268,3.297507,6.037268,false
39.40007,39.40007,5.435776,2.136,5.435776,false
40.755853,40.755853,4.366297,3.849812,4.366297,false
39.195459,39.195459,5.241924,4.596484,5.241924,false
38.778861,38.778861,5.60674,3.865452,5.60674,false
39.232017,39.232017,5.447357,3.780103,5.447357,false
42.461218,42.461218,7.038749,3.816758,7.038749,false
42.814848,42.814848,6.686357,3.463127,6.686357,false
37.749559,37.749559,8.284958,0.418116,8.284958,false
35.220409,35.220409,6.438102,0.552783,6.438102,false
38.650688,38.650688,5.393665,8.299094,5.393665,false
34.212136,34.212136,9.507503,0.440543,9.507503,false
37.949026,37.949026,5.012404,5.57168,5.012404,false
40.595177,40.595177,7.785561,3.447885,7.785561,false
40.366214,40.366214,3.41327,3.969534,3.41327,false
37.619648,37.619648,0,0,0,false
39.83197,39.83197,2.306532,6.931585,2.306532,false
40.152475,40.152475,7.931199,0.112505,7.931199,false
40.491959,40.491959,6.050803,3.942447,6.050803,false
38.221684,38.221684,4.267234,0.026139,4.267234,false
38.610963,38.610963,4.284499,0.925074,4.284499,false
38.157053,38.157053,4.159775,0.323728,4.159775,false
38.7279,38.7279,3.652759,0.869538,3.652759,false
40.109945,40.109945,4.390573,0.284359,4.390573,false
40.704399,40.704399,3.496343,0.055366,3.496343,false
40.01182,40.01182,7.203755,0.932861,7.203755,false
39.002835,39.002835,5.221528,3.833575,5.221528,false
44.090604,44.090604,0,0,0,false
37.965019,37.965019,3.814644,0.371847,3.814644,false
38.486477,38.486477,2.91163,1.38774,2.91163,false
38.482048,38.482048,4.659855,3.825406,4.659855,false
38.297462,38.297462,5.004771,2.184147,5.004771,false
39.508391,39.508391,5.939098,2.341704,5.939098,false
39.358441,39.358441,7.551727,0.736435,7.551727,false
46.011912,46.011912,2.342071,2.803438,2.342071,false
38.878032,38.878032,11.573675,5.662511,11.573675,false
39.155275,39.155275,9.491347,7.204382,9.491347,false
32.330662,32.330662,2.296098,4.651403,2.296098,false
50.508099,50.508099,3.012113,2.915105,3.012113,false
40.962219,40.962219,7.045085,0.86246,7.045085,false
45.109179,45.109179,0.738662,0.164727,0.738662,false
36.131588,36.131588,5.231673,2.210186,5.231673,false
43.330622,43.330622,2.393719,3.198972,2.393719,false
36.687661,36.687661,4.126862,0.3237,4.126862,false
38.767674,38.767674,1.913006,2.54854,1.913006,false
38.563446,38.563446,4.746608,0.686691,4.746608,false
34.570675,34.570675,2.92903,2.027857,2.92903,false
34.526961,34.526961,4.345406,2.219869,4.345406,false
37.678648,37.678648,2.026205,0.780431,2.026205,false
34.537296,34.537296,4.24624,6.224175,4.24624,false
41.847158,41.847158,2.513211,3.504891,2.513211,false
34.639217,34.639217,4.551663,0.183532,4.551663,false
39.926527,39.926527,4.209852,4.181562,4.209852,false
30.032702,30.032702,3.815591,3.192725,3.815591,false
39.656618,39.656618,2.502019,9.139482,2.502019,false
30.819321,30.819321,6.03718,4.818846,6.03718,false
40.03701,40.03701,5.582344,6.78644,5.582344,false
29.56911,29.56911,3.599111,4.389208,3.599111,false
42.632355,42.632355,4.577103,6.681249,4.577103,false
36.808024,36.808024,7.759137,2.901438,7.759137,false
47.044664,47.044664,0.592746,0.497717,0.592746,false
38.632376,38.632376,5.340163,2.16984,5.340163,false
38.146992,38.146992,6.177581,4.333304,6.177581,false
32.199688,32.199688,4.605056,4.051515,4.605056,false
29.473261,29.473261,5.537123,3.397893,5.537123,false
40.095909,40.095909,4.25702,9.185081,4.25702,false
36.960045,36.960045,6.237589,0.502831,6.237589,false
47.812758,47.812758,8.066983,0.595783,8.066983,false
44.100941,44.100941,11.046705,6.350656,11.046705,false
53.35312,53.35312,3.846914,1.438462,3.846914,false
47.65959,47.65959,0.148929,0.148929,0.148929,false
47.510661,47.510661,0,0,0,false
35.428719,35.428719,6.459615,0.996814,6.459615,false
43.75409,43.75409,1.203025,1.698073,1.203025,false
36.339172,36.339172,7.855553,3.484821,7.855553,false
42.355536,42.355536,3.551301,2.179796,3.551301,false
34.537879,34.537879,4.873356,2.895643,4.873356,false
42.631947,42.631947,0.737302,0.937814,0.737302,false
34.009843,34.009843,6.930992,1.919846,6.930992,false
41.915676,41.915676,1.337863,0.940811,1.337863,false
35.85081,35.85081,4.917312,2.690013,4.917312,false
41.628189,41.628189,1.173243,1.438272,1.173243,false
29.80539,29.80539,5.609262,0.023475,5.609262,false
35.015206,35.015206,6.796224,7.051471,6.796224,false
36.909448,36.909448,2.789181,3.62465,2.789181,false
36.443097,36.443097,2.283195,3.176585,2.283195,false
36.688546,36.688546,0.392425,1.233642,0.392425,false
37.064325,37.064325,0.350612,0.143288,0.350612,false
38.548473,38.548473,1.01297,0.42412,1.01297,false
40.563362,40.563362,4.893766,1.874431,4.893766,false
45.667121,45.667121,1.488688,1.177694,1.488688,false
38.23729,38.23729,4.982448,17.416102,4.982448,false
27.123625,27.123625,5.811798,3.63493,5.811798,false
32.113167,32.113167,9.307813,5.025107,9.307813,false
37.021196,37.021196,1.55985,2.048932,1.55985,false
39.911561,39.911561,1.503325,1.473936,1.503325,false
39.472605,39.472605,0.131626,0.041008,0.131626,false
38.881019,38.881019,1.75739,2.587658,1.75739,false
32.585508,32.585508,7.905835,11.249755,7.905835,false
29.395918,29.395918,9.400702,13.084545,9.400702,false
31.994985,31.994985,5.924968,0.257272,5.924968,false
37.040225,37.040225,8.18998,10.391576,8.18998,false
38.183599,38.183599,7.577543,7.243178,7.577543,false
40.56039,40.56039,6.21081,8.730916,6.21081,false
40.323362,40.323362,8.388881,14.390671,8.388881,false
41.15825,41.15825,11.775917,5.552321,11.775917,false
33.079931,33.079931,8.201883,6.243063,8.201883,false
37.235809,37.235809,9.235358,3.567183,9.235358,false
33.513286,33.513286,5.479904,0.476213,5.479904,false
40.503148,40.503148,7.318273,9.841623,7.318273,false
41.589054,41.589054,2.470221,3.589956,2.470221,false
40.656438,40.656438,3.208374,4.522317,3.208374,false
40.013803,40.013803,1.259164,1.955552,1.259164,false
38.288091,38.288091,1.057434,0.075601,1.057434,false
38.090383,38.090383,0.816693,0.336672,0.816693,false
39.254229,39.254229,1.119588,0.614129,1.119588,false
39.127738,39.127738,1.156622,1.224353,1.156622,false
41.978876,41.978876,2.740959,4.529177,2.740959,false
42.545201,42.545201,4.17183,3.216429,4.17183,false
37.24248,37.24248,5.963952,8.737172,5.963952,false
43.411469,43.411469,14.669066,1.346255,14.669066,false
50.92037,50.92037,11.767148,3.514173,11.767148,false
49.871204,49.871204,9.977426,13.140154,9.977426,false
50.119637,50.119637,7.364945,8.458859,7.364945,false
50.073063,50.073063,9.597893,11.198324,9.597893,false
52.042031,52.042031,10.12763,8.7105,10.12763,false
54.142823,54.142823,11.644707,14.408482,11.644707,false
51.446817,51.446817,9.050222,2.857584,9.050222,false
51.738877,51.738877,10.682493,11.929901,10.682493,false
43.801611,43.801611,5.719401,5.996779,5.719401,false
40.429579,40.429579,0.945366,1.928553,0.945366,false
37.707275,37.707275,1.401888,0.850908,1.401888,false
38.469717,38.469717,1.116589,0.200016,1.116589,false
39.95222,39.95222,0.868604,1.652755,0.868604,false
36.551319,36.551319,3.94449,0.237371,3.94449,false
38.041103,38.041103,1.239603,9.439266,1.239603,false
40.295764,40.295764,7.35897,1.221668,7.35897,false
33.296198,33.296198,6.738467,2.890038,6.738467,false
36.90278,36.90278,9.557933,11.012215,9.557933,false
31.668158,31.668158,5.458796,2.471273,5.458796,false
38.564026,38.564026,7.631492,10.580706,7.631492,false
32.190526,32.190526,3.276816,8.040992,3.276816,false
41.236521,41.236521,8.110625,11.459699,8.110625,false
40.306602,40.306602,8.423427,14.59637,8.423427,false
39.655321,39.655321,8.453089,11.929034,8.453089,false
37.748904,37.748904,6.961473,12.510323,6.961473,false
36.373694,36.373694,6.10783,8.161306,6.10783,false
34.672263,34.672263,3.018122,1.096685,3.018122,false
38.22703,38.22703,3.060623,3.626193,3.060623,false
38.792641,38.792641,0.408133,1.918877,0.408133,false
38.581866,38.581866,0.330963,0.466894,0.330963,false
39.321231,39.321231,0.548621,0.339336,0.548621,false
40.207709,40.207709,0.830745,0.198716,0.830745,false
35.431719,35.431719,5.613473,7.827546,5.613473,false
36.228864,36.228864,6.256554,8.261938,6.256554,false
40.587486,40.587486,7.441147,12.756144,7.441147,false
42.670521,42.670521,13.126487,0.740334,13.126487,false
40.014404,40.014404,2.621962,15.993281,2.621962,false
41.169443,41.169443,13.715654,0.825372,13.715654,false
44.884543,44.884543,4.237009,12.273257,4.237009,false
34.578791,34.578791,3.082727,0.752105,3.082727,false
37.712817,37.712817,1.557811,4.319142,1.557811,false
40.352411,40.352411,0.633239,0.614297,0.633239,false
40.118661,40.118661,1.49112,2.888986,1.49112,false
38.746525,38.746525,0.585524,2.479553,0.585524,false
38.095868,38.095868,0.999677,1.40042,0.999677,false
30.040982,30.040982,7.677992,5.807661,7.677992,false
36.194734,36.194734,6.502072,6.511013,6.502072,false
31.211907,31.211907,3.901442,3.339023,3.901442,false
21.759854,21.759854,0,0,0,false
43.090186,43.090186,0.683024,0.683024,0.683024,false
30.815832,30.815832,3.313243,7.029372,3.313243,false
34.841081,34.841081,2.642017,0.724814,2.642017,false
37.418732,37.418732,3.765658,1.173548,3.765658,false
45.560904,45.560904,4.236894,1.053879,4.236894,false
40.240724,40.240724,3.671873,4.04643,3.671873,false
47.02417,47.02417,8.406857,1.283824,8.406857,false
50.722341,50.722341,6.194866,4.241965,6.194866,false
34.772209,34.772209,6.288264,8.640802,6.288264,false
42.154218,42.154218,5.483478,5.621602,5.483478,false
31.755968,31.755968,10.068612,3.960721,10.068612,false
38.737713,38.737713,11.720218,2.712128,11.720218,false
44.666367,44.666367,4.981442,0.102426,4.981442,false
41.139366,41.139366,10.873009,2.209137,10.873009,false
48.397928,48.397928,7.458309,8.455704,7.458309,false
44.925894,44.925894,15.715335,5.733066,15.715335,false
47.368163,47.368163,10.537566,9.625707,10.537566,false
39.202163,39.202163,0.735424,4.130966,0.735424,false
38.647573,38.647573,2.213039,1.559745,2.213039,false
38.317833,38.317833,1.672922,2.962027,1.672922,false
39.522091,39.522091,0.948598,1.130205,0.948598,false
42.463877,42.463877,2.462147,1.209722,2.462147,false
39.030234,39.030234,4.808615,1.10072,4.808615,false
39.909043,39.909043,4.664713,0.966958,4.664713,false
39.468304,39.468304,5.534257,1.278997,5.534257,false
39.36661,39.36661,2.517549,4.377448,2.517549,false
38.693833,38.693833,2.24136,1.404263,2.24136,false
37.501947,37.501947,4.285628,0.974186,4.285628,false
35.921651,35.921651,2.170946,0.838485,2.170946,false
45.589078,45.589078,10.097054,10.515956,10.097054,false
54.633954,54.633954,15.477272,11.065426,15.477272,false
35.987395,35.987395,4.650025,8.148907,4.650025,false
41.007647,41.007647,2.666409,2.764548,2.666409,false
40.228823,40.228823,6.782852,5.23654,6.782852,false
43.326777,43.326777,7.36828,0.282183,7.36828,false
40.628355,40.628355,7.790934,2.131688,7.790934,false
34.387467,34.387467,7.537754,2.173606,7.537754,false
39.869446,39.869446,6.408852,7.370116,6.408852,false
37.509695,37.509695,7.000414,9.341278,7.000414,false
41.072155,41.072155,11.475369,1.769531,11.475369,false
46.855687,46.855687,9.174105,1.044564,9.174105,false
36.878779,36.878779,8.068324,10.635429,8.068324,false
41.754576,41.754576,4.167001,10.882262,4.167001,false
32.814672,32.814672,10.033332,1.21775,10.033332,false
